id,Name,University,level,Link,About
2697,Photoshop: Real World Hands-on Freelance Mastery,Udemy,intermediate,https://www.udemy.com/photoshop-real-world-hands-on-graphic-and-web-design/,Graphic Design
2698,Graphic Design: Beginner's Graphic Design Guide to Photoshop,Udemy,intermediate,https://www.udemy.com/how-to-use-adobe-photoshop-for-beginners/,Graphic Design
2699,Most Wanted Flat Design Techniques,Udemy,intermediate,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-illustrator/,Graphic Design
2700,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,Udemy,intermediate,https://www.udemy.com/learn-3ds-max-tutorial-for-beginners-in-urdu-hindi/,Graphic Design
2701,Design your own Social Media Logo Icons in Adobe Illustrator,Udemy,beginner,https://www.udemy.com/design-social-media-logo-icons-in-adobe-illustrator/,Graphic Design
2702,Mashup - Transform a scanned sketch into a digital painting,Udemy,intermediate,https://www.udemy.com/mashup-transform-a-scanned-sketch-into-a-digital-painting/,Graphic Design
2703,Motion Graphic With After Effect From Scratch in 5 Hours,Udemy,intermediate,https://www.udemy.com/motion-graphic-with-ae/,Graphic Design
2704,Introduction to Photoshop CC: Tutorials for Beginners,Udemy,beginner,https://www.udemy.com/introduction-to-photoshop-cc-tutorials-for-beginners/,Graphic Design
2705,Making Killer Images in Photoshop that WOW Clients!,Udemy,intermediate,https://www.udemy.com/killer-photoshop-images/,Graphic Design
2706,Simple Photoshop CC: Smart Objects,Udemy,intermediate,https://www.udemy.com/simple-photoshop-cc-smart-objects/,Graphic Design
2707,Learn Photo Manipulation - Build 3 projects,Udemy,intermediate,https://www.udemy.com/learn-photo-manipulation-build-3-projects/,Graphic Design
2708,Zombie Apocalypse Photoshop Actions,Udemy,intermediate,https://www.udemy.com/zombie-apocalypse-photoshop-actions/,Graphic Design
2709,Creative Perspective Illustration with GIMP,Udemy,intermediate,https://www.udemy.com/creative-perspective/,Graphic Design
2710,iPhone icons in iOS7 - learn flat design,Udemy,intermediate,https://www.udemy.com/iphone-icon-secrets-flat-design/,Graphic Design
2711,How to draw professional manga artwork by Punix,Udemy,beginner,https://www.udemy.com/punix_drawface/,Graphic Design
2712,How do I Create a Stylized Graphics from Images in Photoshop,Udemy,intermediate,https://www.udemy.com/how-do-i-create-a-stylized-graphics-from-images-in-photoshop/,Graphic Design
2713,Advance Design of Logos and Brand Identity   ,Udemy,intermediate,https://www.udemy.com/advance-design-of-logos-and-brand-identity/,Graphic Design
2714,Como utilizar o Corel Draw por completo!,Udemy,intermediate,https://www.udemy.com/como-utilizar-o-corel-draw-por-completo/,Graphic Design
2715,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,Udemy,intermediate,https://www.udemy.com/photoshop-s/,Graphic Design
2716,Corel Draw X7: Mão na Massa,Udemy,beginner,https://www.udemy.com/corel-draw-x7-mao-na-massa/,Graphic Design
2717,Dibujo digital básico: cómo ilustrar en Photoshop,Udemy,beginner,https://www.udemy.com/dibujo-digital-basico-como-ilustrar-en-photoshop/,Graphic Design
2718,Adobe Illustrator CS6 باللغة العربية,Udemy,intermediate,https://www.udemy.com/adobe-illustrator-cs6-kottab/,Graphic Design
2719,Creare un logo con Adobe Illustrator,Udemy,intermediate,https://www.udemy.com/crea-il-tuo-logo-con-adobe-illustrator/,Graphic Design
2720,Mestres do Photoshop,Udemy,intermediate,https://www.udemy.com/mestres-do-photoshop/,Graphic Design
2721,illustrator CC 2015.3 - Curso básico de ferramentas,Udemy,beginner,https://www.udemy.com/illustratorcc20153/,Graphic Design
2722,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,Udemy,intermediate,https://www.udemy.com/publicacion-rapida-y-profesional-en-mercadolibre/,Graphic Design
2723,Crie seu Cartão de Visita no CorelDRAW X8,Udemy,beginner,https://www.udemy.com/crie-seu-cartao-de-visita-no-coreldraw-x8/,Graphic Design
2724,Curso de Maya 3D,Udemy,intermediate,https://www.udemy.com/curso-de-maya-3d/,Graphic Design
2725,Photoshop: Organización de eventos y decoración de fiestas,Udemy,beginner,https://www.udemy.com/curso-de-photoshop-como-hacer-todo-para-tu-fiesta-tematica/,Graphic Design
2726,Podcast Cover Art | Design Like the Best,Udemy,intermediate,https://www.udemy.com/podcast-graphic-design/,Graphic Design
2727,Learn Drawing and Painting a Landscape with Oil Colours,Udemy,intermediate,https://www.udemy.com/learn-drawing-and-painting-a-landscape-with-oil-colours/,Graphic Design
2728,Enhance your chroma key with an animated Slides background,Udemy,intermediate,https://www.udemy.com/enhance-your-chroma-key-with-an-animated-slides-background/,Graphic Design
2729,The Complete Motion Graphic Course,Udemy,intermediate,https://www.udemy.com/complete-motion-graphic-course/,Graphic Design
2730,Making Corporate Flyers in Photoshop,Udemy,intermediate,https://www.udemy.com/making-corporate-flyers-in-photoshop/,Graphic Design
2731,Rock-Solid Brands,Udemy,beginner,https://www.udemy.com/rock-solid-brands/,Graphic Design
2732,Typographic Poster Design - From Sketch to Vector,Udemy,intermediate,https://www.udemy.com/typographic-poster-design-from-sketch-to-vector/,Graphic Design
2733,"Make Money With Photoshop: Logos, Business Cards & Brochures",Udemy,intermediate,https://www.udemy.com/make-money-with-photoshop-logos-business-cards-brochures/,Graphic Design
2734,Photoshop the Art of Clipart,Udemy,beginner,https://www.udemy.com/photoshop-the-art-of-clipart/,Graphic Design
2735,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,Udemy,intermediate,https://www.udemy.com/learn-illustrator-cc-updates/,Graphic Design
2736,Illustrator 101: Learn Quickly and Easily to create Artwork,Udemy,intermediate,https://www.udemy.com/make-money-freelancing-after-this-illustrator-course/,Graphic Design
2737,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,Udemy,intermediate,https://www.udemy.com/design-your-own-fonts/,Graphic Design
2738,Easy Steps To Become A Photoshop Expert,Udemy,intermediate,https://www.udemy.com/easy-steps-to-become-a-photoshop-expert/,Graphic Design
2739,Intro to Adobe Illustrator,Udemy,beginner,https://www.udemy.com/intro-to-adobe-illustrator/,Graphic Design
2740,Beginners Guide: Photoshop Poster/Artwork,Udemy,beginner,https://www.udemy.com/do-it-yourself-learn-photoshop-postersflyers-creation/,Graphic Design
2741,Basic Graphic Design for PowerPoint,Udemy,beginner,https://www.udemy.com/basic-graphic-design-for-powerpoint/,Graphic Design
2742,Master Graphic Design Using Photoshop with Rachael,Udemy,intermediate,https://www.udemy.com/become-a-master-of-photoshop-in-3-hours-guaranteed/,Graphic Design
2743,Adobe Illustrator CC - Print Design for Beginners,Udemy,beginner,https://www.udemy.com/adobe-illustrator-cc-print-design/,Graphic Design
2744,Adobe Illustrator | Master in 3D,Udemy,intermediate,https://www.udemy.com/adobe-illustrator-master-in-3d/,Graphic Design
2745,From Drawing to Illustration,Udemy,beginner,https://www.udemy.com/from-drawing-to-illustration/,Graphic Design
2746,Adobe Suite : Unleash your creativity & benefit from it !,Udemy,intermediate,https://www.udemy.com/learn-to-animate-design-earn-up-to-100-per-hour/,Graphic Design
2747,Become a Logo Designer: Guide to Complimentary Logo Software,Udemy,intermediate,https://www.udemy.com/become-a-logo-designer-guide-to-complimentary-logo-software/,Graphic Design
2748,DIY Beautiful Social Graphics That Don't Require Photoshop,Udemy,intermediate,https://www.udemy.com/diy-beautiful-social-graphics-that-dont-require-photoshop/,Graphic Design
2749,Design while you learn InDesign CC,Udemy,beginner,https://www.udemy.com/design-while-you-learn-indesign-cc/,Graphic Design
2750,R Graph Essentials,Udemy,intermediate,https://www.udemy.com/r-graph-essentials/,Graphic Design
2751,Car Sketching with Simple Analog Tools,Udemy,intermediate,https://www.udemy.com/car-sketching-with-markers/,Graphic Design
2752,Drawing Anime & Manga Style,Udemy,intermediate,https://www.udemy.com/drawing-anime-and-manga-style/,Graphic Design
2753,Inkscape 101 for Beginners - Design Vector Graphics,Udemy,beginner,https://www.udemy.com/inkscape-101-for-beginners-design-vector-graphics/,Graphic Design
2754,"How to Fix Common Branding Mistakes, for Graphic Designers",Udemy,intermediate,https://www.udemy.com/how-to-fix-common-branding-mistakes-for-graphic-designers/,Graphic Design
2755,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,Udemy,intermediate,https://www.udemy.com/autocad-course-in-urdu-hindi/,Graphic Design
2756,Mind-Blowing Photoshop: Master Skills Season 1,Udemy,intermediate,https://www.udemy.com/mind-blowing-photoshop-master-skills-season-1/,Graphic Design
2757,Architectural Drawing For Creatives,Udemy,intermediate,https://www.udemy.com/architectural-drawing-for-website-and-logo-designers/,Graphic Design
2758,Adobe Photoshop (Complete Beginner),Udemy,beginner,https://www.udemy.com/learn-adobe-photoshop-complete-beginner-to-a-fricken-master/,Graphic Design
2759,Character Design,Udemy,intermediate,https://www.udemy.com/character-design/,Graphic Design
2760,Icon Design Masterclass: Learn Icon Design Principles,Udemy,beginner,https://www.udemy.com/icon-design-masterclass-learn-icon-design-principles/,Graphic Design
2761,create stunning Photoshop compositions in minutes,Udemy,intermediate,https://www.udemy.com/create-impressive-photoshop-compositions-in-minutes/,Graphic Design
2762,Marvelous Logo Design,Udemy,intermediate,https://www.udemy.com/marvelous-logo-design/,Graphic Design
2763,Canva Complete Course For Graphics Design | 20 Projects,Udemy,intermediate,https://www.udemy.com/canva-course-graphics-design/,Graphic Design
2764,The Complete Video Production Guide - Learn Top Video Tools,Udemy,intermediate,https://www.udemy.com/video-production-guide-learn-top-video-tools-to-create-awesome-videos/,Graphic Design
2765,Drawing With Confidence,Udemy,intermediate,https://www.udemy.com/drawing-with-confidence/,Graphic Design
2766,Add realistic car paint to your pencil drawing in Photoshop!,Udemy,beginner,https://www.udemy.com/colorize-your-pencil-drawing-in-photoshop/,Graphic Design
2767,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,Udemy,intermediate,https://www.udemy.com/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/,Graphic Design
2768,Learn print production from start to finish,Udemy,intermediate,https://www.udemy.com/print-production/,Graphic Design
2769,Step by Step Gif animation in Photoshop,Udemy,intermediate,https://www.udemy.com/step-by-step-gif-animation-in-photoshop/,Graphic Design
2770,Adobe - Create a professional logo step-by-step (Farming),Udemy,intermediate,https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-farming/,Graphic Design
2771,Adobe Illustrator CC Advanced,Udemy,beginner,https://www.udemy.com/adobe-illustrator-advanced/,Graphic Design
2772,Mastering Realistic Real Life Drawing with Pencil,Udemy,beginner,https://www.udemy.com/mastering-realistic-real-life-drawing-with-pencil/,Graphic Design
2773,Silhouettes that Sells,Udemy,beginner,https://www.udemy.com/silhouettes-that-sells/,Graphic Design
2774,FullPage: The Complete Guide to Flat Websites,Udemy,intermediate,https://www.udemy.com/easy-flat-design/,Graphic Design
2775,How to design professional PowerPoint business presentation,Udemy,intermediate,https://www.udemy.com/how-to-design-professional-animated-powerpoint-presentation/,Graphic Design
2776,Pic Monkey for Beginners - Graphic Design and Photo Editing,Udemy,beginner,https://www.udemy.com/pic-monkey-101/,Graphic Design
2777,Corel Painter 2016,Udemy,intermediate,https://www.udemy.com/corel-painter-2016/,Graphic Design
2778,eBook Cover Design,Udemy,intermediate,https://www.udemy.com/ebooks-cover-design/,Graphic Design
2779,"Photoshop tips and tricks, how to change clothes",Udemy,intermediate,https://www.udemy.com/changing-clothes-with-photoshop/,Graphic Design
2780,How to make Better Compositions: Take your art to new height,Udemy,intermediate,https://www.udemy.com/better-compositions/,Graphic Design
2781,Adobe Photoshop CC | The Essential Guide,Udemy,intermediate,https://www.udemy.com/adobe-photoshop-cc-the-essential-guide/,Graphic Design
2782,Learn to Composite a 2D Action Shot in Photoshop,Udemy,beginner,https://www.udemy.com/3dmotive-learn-to-composite-a-2d-action-shot-in-photoshop/,Graphic Design
2783,Infographic Design: How To Create Your Own Infographic,Udemy,intermediate,https://www.udemy.com/infographic-design-how-to-create-your-own-infographic/,Graphic Design
2784,Autodesk Inventor 2016 : Complete Guide ,Udemy,beginner,https://www.udemy.com/learn-autodesk-inventor-2016/,Graphic Design
2785,Amazing Graphic Design for Beginners,Udemy,beginner,https://www.udemy.com/amazing-graphic-design-for-beginners/,Graphic Design
2786,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",Udemy,beginner,https://www.udemy.com/nationalguitaracademy/,Musical Instruments
2787,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,Udemy,intermediate,https://www.udemy.com/instant-harmonica-christmas-play-jingle-bells-part-1-now/,Musical Instruments
2788,Playing Piano:  Popular Pieces Vol. II,Udemy,beginner,https://www.udemy.com/playing-piano-popular-pieces-volii/,Musical Instruments
2789,Ninja Chord Changes - Master your guitar chord changes,Udemy,beginner,https://www.udemy.com/ninja-chord-changes/,Musical Instruments
2790,Your First 10 Guitar Lessons - Learn how to play guitar,Udemy,beginner,https://www.udemy.com/your-first-10-guitar-lessons-learn-how-to-play-guitar/,Musical Instruments
2791,Pentatonic Scale Crash Course for Bass Guitar,Udemy,intermediate,https://www.udemy.com/pentatonic-scale-crash-course-for-bass-guitar/,Musical Instruments
2792,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),Udemy,intermediate,https://www.udemy.com/modal-theory-for-guitar/,Musical Instruments
2793,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,Udemy,intermediate,https://www.udemy.com/learn-piano-christmas-song-play-dreamy-piano-music-white-christmas/,Musical Instruments
2794,Learn Jazz Piano Today,Udemy,intermediate,https://www.udemy.com/learn-jazz-piano-with-willie-today/,Musical Instruments
2795,Learn To Play The Drums Without A Drum Kit,Udemy,intermediate,https://www.udemy.com/learn-to-play-the-drums-without-a-drum-kit/,Musical Instruments
2796,Learn Travis Picking From Scratch,Udemy,intermediate,https://www.udemy.com/learn-travis-picking-from-scratch/,Musical Instruments
2797,Instant Harmonica - how to get single notes in 5 easy steps,Udemy,beginner,https://www.udemy.com/instant-harmonica-how-to-get-single-notes-in-5-easy-steps/,Musical Instruments
2798,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,Udemy,intermediate,https://www.udemy.com/piano-runs-fills-3-jazz-chromatic-chords-songs-ending/,Musical Instruments
2799,Teaching Music : Start teaching an instrument successfully.,Udemy,beginner,https://www.udemy.com/teaching-piano-a-quick-guide-for-begginers/,Musical Instruments
2800,Strumming from scratch - Rhythm guitar lesson for Beginners,Udemy,beginner,https://www.udemy.com/strumming-from-scratch-rhythm-guitar-lesson-for-beginners/,Musical Instruments
2801,Blues Guitar Lessons - From Texas To Carolina,Udemy,intermediate,https://www.udemy.com/jim-bruce-blues-guitar-lessons-texas-carolina/,Musical Instruments
2802,Instant Harmonica - play the groovy Beatles Yesterday today!,Udemy,intermediate,https://www.udemy.com/instant-harmonica-play-the-groovy-beatles-yesterday-today/,Musical Instruments
2803,Beginner Guitar Quick-Start Course,Udemy,beginner,https://www.udemy.com/learn-guitar-in-30-minutes/,Musical Instruments
2804,Mike G's Beginner Drum Course: Part 1,Udemy,beginner,https://www.udemy.com/drumlessons/,Musical Instruments
2805,Guitar for Beginners - Learn the Basics,Udemy,beginner,https://www.udemy.com/learnguitar/,Musical Instruments
2806,How To Play The Djembe: For Beginners,Udemy,intermediate,https://www.udemy.com/how-to-play-the-djembe-for-beginners/,Musical Instruments
2807,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,Udemy,intermediate,https://www.udemy.com/blues-guitar-magic-volume-1/,Musical Instruments
2808,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,Udemy,beginner,https://www.udemy.com/beginner-guitar-8-lessons-everyone-needs/,Musical Instruments
2809,Bass Guitar Lessons For Beginners,Udemy,beginner,https://www.udemy.com/the-music-coach-online-bass-guitar-lesson-program/,Musical Instruments
2810,Pure Pentatonic Power: Rock and Blues Guitar Soloing,Udemy,intermediate,https://www.udemy.com/pure-pentatonic-power-a-masterclass-in-rock-and-blues/,Musical Instruments
2811,Rock Drumset Grooves: Level 1,Udemy,beginner,https://www.udemy.com/rock-drumset-grooves-101/,Musical Instruments
2812,Guitar: The Next Level,Udemy,beginner,https://www.udemy.com/guitar-the-next-level/,Musical Instruments
2813,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,Udemy,beginner,https://www.udemy.com/beginning-euphonium/,Musical Instruments
2814,Learn Oud 1 (No Prior Music Knowledge Required!),Udemy,beginner,https://www.udemy.com/learn-oud/,Musical Instruments
2815,Instant Harmonica - play Dylan's Blowing in the Wind today!,Udemy,intermediate,https://www.udemy.com/instant-harmonica-play-dylans-blowing-in-the-wind-today/,Musical Instruments
2816,Improvise On The Piano In 30 Minutes,Udemy,beginner,https://www.udemy.com/improvise-on-the-piano-in-30-minutes/,Musical Instruments
2817,Cajon Step-by-Step: Beginner > Intermediate > Advanced,Udemy,intermediate,https://www.udemy.com/cajon-step-by-step/,Musical Instruments
2818,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,Udemy,intermediate,https://www.udemy.com/blues-guitar-lessons-volume-2-slow-blues-essentials/,Musical Instruments
2819,Instant Harmonica - play the gorgeous Skye Boat Song now!,Udemy,beginner,https://www.udemy.com/instant-harmonica-play-the-gorgeous-skye-boat-song-now/,Musical Instruments
2820,Learn to Play Trombone: Go From Beginner to Pro in No Time!,Udemy,intermediate,https://www.udemy.com/intermediate-trombone/,Musical Instruments
2821,FingerstyleGuitar by Jacques Stotzem - Basic Level,Udemy,intermediate,https://www.udemy.com/basic-fingerstyleguitar-jacques-stotzem/,Musical Instruments
2822,Instant Harmonica - play two Star Wars themes in 30 minutes ,Udemy,beginner,https://www.udemy.com/instant-harmonica-play-two-star-wars-themes-in-30-minutes/,Musical Instruments
2823,Play Piano To-day! - Beginner Piano Lessons For Busy People!,Udemy,beginner,https://www.udemy.com/piano-for-busy-people/,Musical Instruments
2824,Learn to Play the Flute: Beginner to Pro in Under Five Hours,Udemy,beginner,https://www.udemy.com/beginnerflute/,Musical Instruments
2825,Play Piano 7: Improvise on For All We Know in F Key by Ear,Udemy,intermediate,https://www.udemy.com/play-piano-7-improvise-on-for-all-we-know-in-f-key-by-ear/,Musical Instruments
2826,World's Fastest Piano Method - The Piano Revolution!,Udemy,beginner,https://www.udemy.com/decplay-the-fastest-way-to-learn-piano/,Musical Instruments
2827,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,Udemy,beginner,https://www.udemy.com/trumpet-a-beginners-guide/,Musical Instruments
2828,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,Udemy,beginner,https://www.udemy.com/clarinet-a-beginners-guide/,Musical Instruments
2829,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",Udemy,intermediate,https://www.udemy.com/learn-to-play-the-piano-using-pop-rb-and-gospel-chords/,Musical Instruments
2830,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,Udemy,intermediate,https://www.udemy.com/play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing/,Musical Instruments
2831,Worship Piano: From Beginner to Pro,Udemy,intermediate,https://www.udemy.com/worship-piano-from-beginner-to-pro/,Musical Instruments
2832,Easy to play Christmas Songs for Guitar,Udemy,intermediate,https://www.udemy.com/howtoplaychristmassongsontheguitar/,Musical Instruments
2833,Ultimate Blues Guitar Beginner Lessons,Udemy,beginner,https://www.udemy.com/ultimate-blues-guitar-beginners-course/,Musical Instruments
2834,How to Play Piano - Your First Lesson!,Udemy,beginner,https://www.udemy.com/how-to-play-piano-course/,Musical Instruments
2835,Playing Piano : Reading and Playing Classical Tunes Vol.I,Udemy,beginner,https://www.udemy.com/piano-playing-beggining-the-journey/,Musical Instruments
2836,Blues School! A Course For Beginners in Blues Piano & Improv,Udemy,intermediate,https://www.udemy.com/blues-piano-improvisation-amaze-yourself/,Musical Instruments
2837,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,Udemy,intermediate,https://www.udemy.com/learn-piano-christmas-song-2-play-dreamy-silver-bells/,Musical Instruments
2838,31 Day Guitar Challenge,Udemy,beginner,https://www.udemy.com/31dayguitar/,Musical Instruments
2839,Percussive Fingerstyle Guitar,Udemy,intermediate,https://www.udemy.com/percussive-fingerstyle-course/,Musical Instruments
2840,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,Udemy,beginner,https://www.udemy.com/saxophone-a-beginners-guide/,Musical Instruments
2841,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",Udemy,beginner,https://www.udemy.com/bassguitar/,Musical Instruments
2842,Guitar Insanity Workout - Eatmystrings!,Udemy,intermediate,https://www.udemy.com/eatmystrings-guitar-insanity-workout/,Musical Instruments
2843,Playing Piano:  Play Chords and Popular Pieces Vol.I,Udemy,beginner,https://www.udemy.com/playing-piano-i-play-chords-and-popular-pieces/,Musical Instruments
2844,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,Udemy,intermediate,https://www.udemy.com/guitar-chord-riot-learn-to-play-guitar-like-a-guitar-jedi/,Musical Instruments
2845,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,Udemy,beginner,https://www.udemy.com/beginner-electric-guitar/,Musical Instruments
2846,Guitar Fretboard Mastery for the Blues Guitarist,Udemy,intermediate,https://www.udemy.com/fretboard-mastery-for-the-blues-guitarist/,Musical Instruments
2847,Quick & Easy Piano Chords: Play more songs with more chords,Udemy,beginner,https://www.udemy.com/quick-and-easy-piano-chords/,Musical Instruments
2848,Instant Harmonica - play Scarborough Fair in 8 easy lectures,Udemy,beginner,https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/,Musical Instruments
2849,Piano With Willie: Blues n' Boogie Vol. 2,Udemy,intermediate,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-2/,Musical Instruments
2850,Have Fun with Beginner Blues Piano,Udemy,intermediate,https://www.udemy.com/have-fun-with-beginner-blues-piano/,Musical Instruments
2851,Learn to Play Harp: Beginners Course,Udemy,beginner,https://www.udemy.com/learn-to-play-harp-beginners-course/,Musical Instruments
2852,Instant Harmonica - play this classic 8 bar blues tune!,Udemy,intermediate,https://www.udemy.com/instant-harmonica-play-trouble-in-mind-basic-8-bar-blues/,Musical Instruments
2853,Guitar Lessons - Learning The Neck - Fretboard Mastery,Udemy,intermediate,https://www.udemy.com/guitar-lessons-learning-the-neck-fretboard-mastery/,Musical Instruments
2854,Take your double bass drum technique to the next level,Udemy,intermediate,https://www.udemy.com/take-your-double-bass-drum-technique-to-the-next-level/,Musical Instruments
2855,How To Play The Cajon: For Beginners,Udemy,intermediate,https://www.udemy.com/how-to-play-the-cajon-for-beginners/,Musical Instruments
2856,Slide Guitar- Slide Soloing Essentials,Udemy,intermediate,https://www.udemy.com/slide-guitar/,Musical Instruments
2857,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,Udemy,intermediate,https://www.udemy.com/learn-piano-8-use-augmented-chord-sub-whole-tone-scales/,Musical Instruments
2858,Learn Acoustic Guitar for Worship,Udemy,beginner,https://www.udemy.com/learn-acoustic-guitar-for-worship/,Musical Instruments
2859,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,Udemy,intermediate,https://www.udemy.com/arrahman-hits/,Musical Instruments
2860,Guitar Lessons: The Essential Beginner & Intermediate Course,Udemy,intermediate,https://www.udemy.com/guitar-lessons-the-essential-beginner-intermediate-course/,Musical Instruments
2861,Instant Harmonica - play the groovy Irish Washerwoman now!,Udemy,beginner,https://www.udemy.com/instant-harmonica-play-the-groovy-irish-washerwoman-now/,Musical Instruments
2862,Music Fundamentals: Learn Beatmaking with Pen Tapping,Udemy,intermediate,https://www.udemy.com/music-fundamentals-learn-beatmaking-with-pen-tapping/,Musical Instruments
2863,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",Udemy,intermediate,https://www.udemy.com/learn-popular-piano-successfully-have-fun-making-music-now/,Musical Instruments
2864,Beginner Guitar Lessons by Paul Gronow,Udemy,intermediate,https://www.udemy.com/beginner-guitar-lessons-by-paul-gronow/,Musical Instruments
2865,Guitar Fretboard Secrets,Udemy,intermediate,https://www.udemy.com/guitar-fretboard-secrets/,Musical Instruments
2866,Learn to Play French Horn: Beginner to Pro Made the Easy Way,Udemy,beginner,https://www.udemy.com/beginninghorn/,Musical Instruments
2867,150 Rock Guitar Licks You MUST Know,Udemy,intermediate,https://www.udemy.com/150-rock-guitar-licks-you-must-know/,Musical Instruments
2868,Didgeridoo - from zero to HERO! Part One - beginning,Udemy,beginner,https://www.udemy.com/didgeridoo-beginners/,Musical Instruments
2869,Learn Piano Scales: Play any song in any key! Like Pro's do,Udemy,beginner,https://www.udemy.com/learn-piano-scales/,Musical Instruments
2870,Instant Harmonica - play the groovy Valens La Bamba now!,Udemy,beginner,https://www.udemy.com/instant-harmonica-play-the-groovy-valens-la-bamba-now/,Musical Instruments
2871,Blues Master - Beginner's Techniques Piano Course,Udemy,intermediate,https://www.udemy.com/blues-master-basic-techniques-piano-course/,Musical Instruments
2872,"How to play Djembe, Drums & Rhythm. Level 2",Udemy,intermediate,https://www.udemy.com/how-to-play-djembe-drums-rhythm-level-2/,Musical Instruments
2873,Instant Harmonica - play Amazing Grace with grace and ease!,Udemy,beginner,https://www.udemy.com/instant-harmonica-play-amazing-grace-with-grace-and-ease/,Musical Instruments
2874,Instant Harmonica - play Amazing Grace + Ode to Joy now!,Udemy,intermediate,https://www.udemy.com/instant-harmonica-play-amazing-grace-ode-to-joy-now/,Musical Instruments
2875,Play Thousands of Songs On The Guitar | Cheater Chords,Udemy,beginner,https://www.udemy.com/how-to-play-any-song-on-the-guitar-secret-chords/,Musical Instruments
2876,Piano Improvisation from Day One,Udemy,intermediate,https://www.udemy.com/piano-improvisation-from-day-one/,Musical Instruments
2877,Classical Guitar Essentials - The Basics Part 1,Udemy,beginner,https://www.udemy.com/classical-guitar-essentials-the-basics-part1/,Musical Instruments
2878,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,Udemy,intermediate,https://www.udemy.com/learn-piano-7-learn-chromatic-chords-chromatic-scale-run/,Musical Instruments
2879,Play all major scales by ear - no notation required!,Udemy,beginner,https://www.udemy.com/piano-major-scales/,Musical Instruments
2880,How to play in a local Irish music session with confidence,Udemy,intermediate,https://www.udemy.com/how-to-get-into-an-irish-music-session-with-confidence/,Musical Instruments
2881,The Total Beginner's Guitar Course,Udemy,beginner,https://www.udemy.com/total-beginner-guitar-lessons/,Musical Instruments
2882,Virtual Piano Lessons - A New Way To Learn Piano,Udemy,intermediate,https://www.udemy.com/virtual-piano-lessons-a-new-way-to-learn-piano/,Musical Instruments
2883,16 Guitar Chords to Jam With - (Beginner - Intermediate),Udemy,beginner,https://www.udemy.com/12-chords-to-jam-with/,Musical Instruments
2884,Free Beginner Electric Guitar Lessons,Udemy,beginner,https://www.udemy.com/beginner-electric-guitar-lessons/,Musical Instruments
2885,101 Awesome Rockabilly Guitar Licks,Udemy,intermediate,https://www.udemy.com/101-awesome-rockabilly-guitar-licks/,Musical Instruments
2886,A beginner`s guide to fingerpicking and strumming guitar',Udemy,beginner,https://www.udemy.com/guitar-domination-fingerpicking-strumming-beginners/,Musical Instruments
2887,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",Udemy,beginner,https://www.udemy.com/instant-harmonica-basic-12-bar-blues-course-easy-and-fun/,Musical Instruments
2888,Your First Course on Piano,Udemy,beginner,https://www.udemy.com/introduction-to-piano-and-music/,Musical Instruments
2889,Acoustic Guitar Basics,Udemy,beginner,https://www.udemy.com/acoustic-guitar-basics/,Musical Instruments
2890,Cracking the Violin Code!,Udemy,intermediate,https://www.udemy.com/learnviolin/,Musical Instruments
