id,Name,University,level,Link,About
984,Ultimate Investment Banking Course,Udemy,intermediate,https://www.udemy.com/ultimate-investment-banking-course/,Business Finance
985,Complete GST Course & Certification - Grow Your CA Practice,Udemy,intermediate,https://www.udemy.com/goods-and-services-tax/,Business Finance
986,Financial Modeling for Business Analysts and Consultants,Udemy,intermediate,https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/,Business Finance
987,Beginner to Pro - Financial Analysis in Excel 2017,Udemy,intermediate,https://www.udemy.com/complete-excel-finance-course-from-beginner-to-pro/,Business Finance
988,How To Maximize Your Profits Trading Options,Udemy,intermediate,https://www.udemy.com/how-to-maximize-your-profits-trading-options/,Business Finance
989,Trading Penny Stocks: A Guide for All Levels In 2017,Udemy,intermediate,https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/,Business Finance
990,Investing And Trading For Beginners: Mastering Price Charts,Udemy,beginner,https://www.udemy.com/investing-and-trading-for-beginners-mastering-price-charts/,Business Finance
991,"Trading Stock Chart Patterns For Immediate, Explosive Gains",Udemy,intermediate,https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/,Business Finance
992,Options Trading 3 : Advanced Stock Profit and Success Method,Udemy,advanced,https://www.udemy.com/day-trading-stock-options-3/,Business Finance
993,The Only Investment Strategy You Need For Your Retirement,Udemy,intermediate,https://www.udemy.com/the-only-investment-strategy-you-need-for-your-retirement/,Business Finance
994,Forex Trading Secrets of the Pros With Amazon's AWS,Udemy,intermediate,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,Business Finance
995,Trading Options With Money Flow,Udemy,intermediate,https://www.udemy.com/trading-options-using-money-flow/,Business Finance
996,Financial Management Risk and Return For Securities,Udemy,intermediate,https://www.udemy.com/risk-and-return-finance/,Business Finance
997,Forex Trading Course: Work Smarter Not Harder Proven Results,Udemy,intermediate,https://www.udemy.com/the-complete-trading-course/,Business Finance
998,Python Algo Trading: Sentiment Trading with News,Udemy,intermediate,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,Business Finance
999,Short Selling: Learn To Sell Stocks Before The Fall,Udemy,intermediate,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,Business Finance
1000,Basic Technical Analysis: Learn the structure of the market,Udemy,beginner,https://www.udemy.com/learn-basic-technical-analysis/,Business Finance
1001,The Complete Chart Pattern Trading Course: A Proven Approach,Udemy,intermediate,https://www.udemy.com/make-money-trading-stocks-from-home/,Business Finance
1002,7 Deadly Mistakes of Investing that Will Slash Your Profits!,Udemy,intermediate,https://www.udemy.com/7-deadly-mistakes-of-investing/,Business Finance
1003,Financial Statements Made Easy,Udemy,beginner,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,Business Finance
1004,Winning Forex Trading with Live Forex Trading Examples,Udemy,intermediate,https://www.udemy.com/forexmacross/,Business Finance
1005,Forex Traders - Create Your First Trading Robot. No Coding!,Udemy,intermediate,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,Business Finance
1006,Create A Business From Home Trading Stocks Today In 2017,Udemy,intermediate,https://www.udemy.com/work-from-home-buying-penny-stocks/,Business Finance
1007,Introduction to Accounting : Mastering Financial Statements,Udemy,beginner,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,Business Finance
1008,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Udemy,intermediate,https://www.udemy.com/ethereum/,Business Finance
1009,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Udemy,intermediate,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,Business Finance
1010,Investing 101: The Complete Online Investing Course,Udemy,intermediate,https://www.udemy.com/online-investing-guide/,Business Finance
1011,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Udemy,intermediate,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,Business Finance
1012,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Udemy,intermediate,https://www.udemy.com/learn-mql5/,Business Finance
1013,Forex Trading: Your Complete Guide to Get Started Like a Pro,Udemy,beginner,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,Business Finance
1014,Python Algo Stock Trading: Automate Your Trading!,Udemy,beginner,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,Business Finance
1015,THE Forex Robot: Incredible ROI (Robot Included),Udemy,intermediate,https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,Business Finance
1016,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Udemy,intermediate,https://www.udemy.com/bitcoin-for-beginners/,Business Finance
1017,Mastering High Probability Iron Condor Options Trading,Udemy,intermediate,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,Business Finance
1018,The Complete Short Course on Ethereum,Udemy,intermediate,https://www.udemy.com/ethereum1/,Business Finance
1019,Options Trading Stocks: Proven Toolbox For Financial Success,Udemy,intermediate,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,Business Finance
1020,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,Udemy,beginner,https://www.udemy.com/forex-trading/,Business Finance
1021,"Introduction to Finance, Accounting, Modeling and Valuation",Udemy,intermediate,https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,Business Finance
1022,Beginner to Pro in Excel: Financial Modeling and Valuation,Udemy,intermediate,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,Business Finance
1023,The Complete Investment Banking Course 2017,Udemy,intermediate,https://www.udemy.com/the-complete-investment-banking-course-2016/,Business Finance
1024,The Complete Financial Analyst Course 2017,Udemy,intermediate,https://www.udemy.com/the-complete-financial-analyst-course/,Business Finance
1025,Python for Finance: Investment Fundamentals & Data Analytics,Udemy,intermediate,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,Business Finance
1026,Financial Modeling for Startups & Small Businesses,Udemy,beginner,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,Business Finance
1027,Options Trading - How to Win with Weekly Options,Udemy,intermediate,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,Business Finance
1028,Black Algo Trading: Build Your Trading Robot,Udemy,intermediate,https://www.udemy.com/build-your-trading-robot/,Business Finance
1029,Accounting & Financial Statement Analysis: Complete Training,Udemy,intermediate,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,Business Finance
1030,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Udemy,intermediate,https://www.udemy.com/cryptocurrency-trading/,Business Finance
1031,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Udemy,intermediate,https://www.udemy.com/backtesting/,Business Finance
1032,Three Steps Trading - Live Trading - Real Account,Udemy,intermediate,https://www.udemy.com/three-steps-trading-live-trading-real-account/,Business Finance
1033,Option Trading for Rookies:  Understand Options Completely,Udemy,intermediate,https://www.udemy.com/complete-course-introduction-to-option-trading/,Business Finance
1034,How I Learned Stock Trading (and How You Can Too),Udemy,advanced,https://www.udemy.com/best-stock-traders/,Business Finance
1035,Learn to Trade for Profit: Find and Trade Winning Stocks,Udemy,intermediate,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,Business Finance
1036,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Udemy,intermediate,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,Business Finance
1037,Four Fundamentals of Financial Planning,Udemy,intermediate,https://www.udemy.com/four-fundamentals-of-financial-planning/,Business Finance
1038,Options Trading - Calendar Spread Course for Every Trader,Udemy,intermediate,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,Business Finance
1039,Dividend Investing: Build Your Portfolio for a Better Future,Udemy,beginner,https://www.udemy.com/dividend-investing/,Business Finance
1040,Learn Accounting. Understand Business.,Udemy,beginner,https://www.udemy.com/learn-accounting-understand-business/,Business Finance
1041,How to Consistently Win Trading Stocks in 30 Days or Less,Udemy,intermediate,https://www.udemy.com/winningstocktrades/,Business Finance
1042,A Beginner's Guide to Quantopian Futures API,Udemy,intermediate,https://www.udemy.com/quantopian-futures/,Business Finance
1043,How to Buy Cheap Options - Options Trading Pricing Model,Udemy,intermediate,https://www.udemy.com/options-black-scholes-model/,Business Finance
1044,Excel Crash Course: Master Excel for Financial Analysis,Udemy,intermediate,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,Business Finance
1045,"Comprehensive Guide to Financial Markets, Investing &Trading",Udemy,beginner,https://www.udemy.com/financial-markets-a-to-z-for-beginners/,Business Finance
1046,Stock Trading Ninja: Complete System For Trading Success,Udemy,intermediate,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,Business Finance
1047,Hedge and Mutual Fund Careers: The Complete Guide,Udemy,intermediate,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,Business Finance
1048,Algorithmic Trading In Forex: Create Your First Forex Robot!,Udemy,intermediate,https://www.udemy.com/learn-mql4/,Business Finance
1049,The Power Modeling Bootcamp: Advanced Excel in 10 Days,Udemy,intermediate,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,Business Finance
1050,Options Trading Basics (3-Course Bundle),Udemy,beginner,https://www.udemy.com/learn-options-trading-courses/,Business Finance
1051,How to Win 97% of Your Options Trades,Udemy,intermediate,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,Business Finance
1052,How I Make Consistent Returns Trading Options,Udemy,intermediate,https://www.udemy.com/how-i-make-15-per-month-trading-options/,Business Finance
1053,"Forex Strategies: Kelly Criterion, Larry Williams and more!",Udemy,intermediate,https://www.udemy.com/money-management/,Business Finance
1054,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",Udemy,intermediate,https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,Business Finance
1055,Options Trading Introduction: Day Trade Stock Options,Udemy,beginner,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,Business Finance
1056,The Almost Perfect Options Trading Strategy System - Unique,Udemy,intermediate,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,Business Finance
1057,Forex Trading -  Learn to Trade Forex Like the Banks,Udemy,intermediate,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,Business Finance
1058,Learn to Trade for Profit:Trading with Japanese Candlesticks,Udemy,beginner,https://www.udemy.com/introduction-to-japanese-candlesticks/,Business Finance
1059,The Most Powerful Options Spread Trading Front Ratio Spread,Udemy,intermediate,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,Business Finance
1060,What Finance Job is for You? Explanation of 14 Finance Roles,Udemy,intermediate,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,Business Finance
1061,The Blueprint for Successful Stock Trading,Udemy,intermediate,https://www.udemy.com/stock-market-millionaire-blueprint/,Business Finance
1062,Trading for Beginners - Intermediate Level,Udemy,beginner,https://www.udemy.com/trading-for-beginners-tier-2/,Business Finance
1063,Start Trading Stocks Using Technical Analysis!,Udemy,intermediate,https://www.udemy.com/professional-stock-trader/,Business Finance
1064,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Udemy,advanced,https://www.udemy.com/hedge-fund-startup/,Business Finance
1065,VPS for Forex Trading - Protect Your Forex Robots,Udemy,intermediate,https://www.udemy.com/forex-vps/,Business Finance
1066,Introduction to Accounting: The Language of Business,Udemy,beginner,https://www.udemy.com/learnaccountingforfree/,Business Finance
1067,Basic Excel for Basic Bookkeeping and Accounting,Udemy,beginner,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,Business Finance
1068,"Using 'The Greeks To Understand Options""",Udemy,intermediate,https://www.udemy.com/options-greeks/,Business Finance
1069,Trading Options For Consistent Returns: Calendar Spreads,Udemy,intermediate,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,Business Finance
1070,How to Create Your Personal Budget,Udemy,intermediate,https://www.udemy.com/personal-budget/,Business Finance
1071,The Complete Value Investing Course: A Proven Approach,Udemy,intermediate,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,Business Finance
1072,FOREX Trading with Price Action,Udemy,beginner,https://www.udemy.com/forex-trading-system/,Business Finance
1073,Emini ES Futures - Advanced Non Directional Options Trading,Udemy,intermediate,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,Business Finance
1074,Forex Trading - Advanced Fundamental Analysis,Udemy,intermediate,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,Business Finance
1075,How To Invest With Tiny Capital In Stocks ?,Udemy,beginner,https://www.udemy.com/howtoinvest5k/,Business Finance
1076,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Udemy,intermediate,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,Business Finance
1077,Test your knowledge in Basics of Accounting,Udemy,beginner,https://www.udemy.com/test-your-knowledge-in-basics-of-accounting/,Business Finance
1078,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Udemy,beginner,https://www.udemy.com/metatrader4/,Business Finance
1079,Test your Knowledge in Cost Accounting,Udemy,intermediate,https://www.udemy.com/test-your-knowledge-in-cost-accounting/,Business Finance
1080,Intermediate Options trading concepts for Stocks and Options,Udemy,intermediate,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,Business Finance
1081,Options Trading 101: The Basics,Udemy,beginner,https://www.udemy.com/options-trading-101-the-basics/,Business Finance
1082,Practical Accounts APP Overview,Udemy,intermediate,https://www.udemy.com/practical-accounts-app-overview/,Business Finance
1083,Bitcoin Profits for Beginners,Udemy,beginner,https://www.udemy.com/bitcoin-profits-for-beginners/,Business Finance
1084,Trend Traders Club: How To Find And Trade Fast Moving Trends,Udemy,intermediate,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,Business Finance
1085,Financial Statements Basics,Udemy,beginner,https://www.udemy.com/financial-statements-basics/,Business Finance
1086,High performance Stock Trading using key Options techniques,Udemy,intermediate,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,Business Finance
1087,Introduction to Financial Statement Analysis,Udemy,beginner,https://www.udemy.com/introduction-to-financial-statement-analysis/,Business Finance
1088,Basics of Economics (College Level),Udemy,intermediate,https://www.udemy.com/economics-for-accounting-and-finance-professionals/,Business Finance
1089,Stock Market Investing for Beginners,Udemy,beginner,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,Business Finance
1090,Accounting for Beginners : Learn Basics in under 1 Hour,Udemy,beginner,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,Business Finance
1091,Straddle Options Trading - Profit in Any Market Direction,Udemy,intermediate,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,Business Finance
1092,Fundamentals of Forex Trading,Udemy,intermediate,https://www.udemy.com/fundamentals-of-forex-trading/,Business Finance
1093,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Udemy,beginner,https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,Business Finance
1094,Website Investing 101 - Buying & Selling Online Businesses,Udemy,intermediate,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,Business Finance
1095,Practical Accounts & Bookkeeping Automated Overview ,Udemy,intermediate,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,Business Finance
1096,Live Account - ETF Trading System - Hacking The Stock Market,Udemy,intermediate,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,Business Finance
1097,Stock Market Leverage: How to Start Trading Options Wisely,Udemy,beginner,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,Business Finance
1098,Stock Market Foundations,Udemy,beginner,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,Business Finance
1099,Crash Course on Working Capital Management,Udemy,intermediate,https://www.udemy.com/crash-course-on-working-capital-management/,Business Finance
1100,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Udemy,intermediate,https://www.udemy.com/branch-accounts-a-complete-analysis/,Business Finance
1101,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,Udemy,intermediate,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,Business Finance
1102,How to create a routine Trading,Udemy,intermediate,https://www.udemy.com/how-to-create-a-trading-routine/,Business Finance
1103,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",Udemy,intermediate,https://www.udemy.com/forex-trading-robot-forex-trading/,Business Finance
1104,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Udemy,beginner,https://www.udemy.com/forex-sos-course/,Business Finance
1105,Introduction to Financial Modeling,Udemy,intermediate,https://www.udemy.com/financial-modeling-asimplemodel/,Business Finance
1106,Quantitative Aptitude for Banking & Competitive Examinations,Udemy,intermediate,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,Business Finance
1107,Option Spreads and Credit Spreads Bundle,Udemy,advanced,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,Business Finance
1108,B Com Accountancy I (Paper ECO 02 IGNOU),Udemy,intermediate,https://www.udemy.com/accounts-from-incomplete-records/,Business Finance
1109,FOREX TRADING - Learn in a quick + profitable way + support,Udemy,intermediate,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,Business Finance
1110,Auditing Basics (Professional Course Level),Udemy,intermediate,https://www.udemy.com/basics-of-auditing/,Business Finance
1111,Stock market Investing Encyclopedia: How to invest in stocks,Udemy,intermediate,https://www.udemy.com/stockmarket/,Business Finance
1112,Learn the basics of preparing accounting statements,Udemy,intermediate,https://www.udemy.com/basics-of-financial-accounting/,Business Finance
1113,Elliott Wave -Forex Trading With The Elliott Wave Theory,Udemy,advanced,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,Business Finance
1114,Corporate Finance - A Brief Introduction,Udemy,beginner,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,Business Finance
1115,Excel functions to analyze and visualize data,Udemy,intermediate,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,Business Finance
1116,Building Financial Statements in Excel,Udemy,beginner,https://www.udemy.com/guide-to-building-financial-statements/,Business Finance
1117,Transfer Pricing A Complete Analysis,Udemy,intermediate,https://www.udemy.com/transfer-pricing-a-complete-analysis/,Business Finance
1118,Accounting: Get Hired Without Work Experience,Udemy,intermediate,https://www.udemy.com/accounting-get-hired-without-work-experience/,Business Finance
1119,Forex Trading for Beginners - Basics,Udemy,intermediate,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,Business Finance
1120,Basic Bookkeeping Hacks,Udemy,intermediate,https://www.udemy.com/basic-bookkeeping/,Business Finance
1121,Complete Trading Plan Course for Stocks & Forex (10 Hours),Udemy,intermediate,https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,Business Finance
1122,"Forex Trading with Fixed 'Risk through Options Trading""",Udemy,beginner,https://www.udemy.com/forexoptions/,Business Finance
1123,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",Udemy,intermediate,https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,Business Finance
1124,How to Pick The Right Penny Stocks To Invest In 2017,Udemy,intermediate,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,Business Finance
1125,Top 10 Trading Ideas in the Equities Market,Udemy,intermediate,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,Business Finance
1126,Intro to Financial Modeling,Udemy,beginner,https://www.udemy.com/intro-to-financial-modeling/,Business Finance
1127,Shark Accounting - Building a Business by the Numbers!,Udemy,beginner,https://www.udemy.com/shark-accounting/,Business Finance
1128,Forex Trading MAKE YOUR FIRST TRADE TODAY!,Udemy,intermediate,https://www.udemy.com/trade-forex/,Business Finance
1129,Accounting in 60 Minutes - A Brief Introduction,Udemy,beginner,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,Business Finance
1130,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Udemy,beginner,https://www.udemy.com/sap-fico-for-sap-beginners/,Business Finance
1131,Learn how to double your Forex Trading Account in one trade,Udemy,intermediate,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,Business Finance
1132,"Accounting Superpowers: Learn Accounts, Understand Business!",Udemy,beginner,https://www.udemy.com/accounting-basics-for-success-in-business-and-in-life/,Business Finance
1133,Python Algo Trading: FX Trading with Oanda,Udemy,intermediate,https://www.udemy.com/python-algo-trading-fx-trading-with-oanda/,Business Finance
1134,Save on Your Taxes,Udemy,intermediate,https://www.udemy.com/save-on-your-taxes/,Business Finance
1135,Financial Model Basics: Build a model from start to finish,Udemy,beginner,https://www.udemy.com/financial-model-basics-build-a-model-from-start-to-finish/,Business Finance
1136,Option Trading for Rookies: The Covered Call Option Strategy,Udemy,beginner,https://www.udemy.com/option-trading-for-rookies-investing-the-profitable-way/,Business Finance
1137,EFT for Stock Options Trading Success & Making Better Trades,Udemy,intermediate,https://www.udemy.com/eft-for-stock-option-trading-success/,Business Finance
1138,Learn to Trade the Stock Market without Blowing Your Profits,Udemy,intermediate,https://www.udemy.com/learn-to-trade-the-stock-market-without-blowing-your-profits/,Business Finance
1139,Get a Credit Repair Publication On Amazon and Live LIFE..,Udemy,beginner,https://www.udemy.com/get-a-credit-repair-publication-on-amazon-and-live-life/,Business Finance
1140,Fundamentals of Accounting,Udemy,intermediate,https://www.udemy.com/fundamentals-of-accounting/,Business Finance
1141,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",Udemy,intermediate,https://www.udemy.com/charting-rsi-options-stock-trading-for-beginners-newtechnical-analysis/,Business Finance
1142,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,Udemy,intermediate,https://www.udemy.com/basics-of-mutual-funds-for-ca-cma-cs-cfa-exams/,Business Finance
1143,Accounting 101: How to read an Accounting Balance Sheet,Udemy,beginner,https://www.udemy.com/financial-statements-101-how-to-read-a-balance-sheet/,Business Finance
1144,Stock Options Day Trading Mindset for Success,Udemy,intermediate,https://www.udemy.com/stock-options-day-trading-success-mindset/,Business Finance
1145,Introduction to bookkeeping and Accounting,Udemy,beginner,https://www.udemy.com/introduction-to-bookkeeping-and-accounting/,Business Finance
1146,Learn to Trade The News,Udemy,intermediate,https://www.udemy.com/learn-to-trade-the-news/,Business Finance
1147,"Value Investing, Taught by Six Superinvestors",Udemy,intermediate,https://www.udemy.com/investing-stars/,Business Finance
1148,Trading for everyone - The Independent Investor Course I,Udemy,beginner,https://www.udemy.com/trading-for-everyone-the-independent-investor-course/,Business Finance
1149,Get Acquired: Learn From The Head Of Acquisitions For eBay,Udemy,intermediate,https://www.udemy.com/entrepreneurship-buy-and-sell-your-startup-or-business/,Business Finance
1150,Stock Market investment: Practical Accounting,Udemy,beginner,https://www.udemy.com/stock-market-investment-practical-accounting/,Business Finance
1151,"How to remove 'Risk from Penny Stocks - Options Trading""",Udemy,intermediate,https://www.udemy.com/best-penny-stock-options-to-buy-hot-stocks-put-call-stock-options/,Business Finance
1152,Accounting Basics in 66 Minutes (absolutely for beginners),Udemy,intermediate,https://www.udemy.com/accounting-through-visual-presentation/,Business Finance
1153,"Tax Accounting: Difficult Topic, Made Easy to Understand",Udemy,intermediate,https://www.udemy.com/taxaccounting/,Business Finance
1154,Analysis of Company Financial Statements,Udemy,intermediate,https://www.udemy.com/analysis-of-company-financial-statements/,Business Finance
1155,Forex Trading Like Banks – Step by Step with Live Examples,Udemy,intermediate,https://www.udemy.com/forex-trading-like-banks-step-by-step-with-live-examples/,Business Finance
1156,Fundamentals of Investing!,Udemy,beginner,https://www.udemy.com/investment-basics-lets-invest-series/,Business Finance
1157,Bank Financial Management A Comprehensive Study,Udemy,intermediate,https://www.udemy.com/bank-financial-management-a-comprehensive-study/,Business Finance
1158,Learn to Trade Forex and Stocks: From Beginner to Advanced,Udemy,intermediate,https://www.udemy.com/tradeforex/,Business Finance
1159,"Master 'Technical Analysis and Chart reading skills Bundle""",Udemy,intermediate,https://www.udemy.com/master-technical-analysis-and-chart-reading-skills-bundle/,Business Finance
1160,Naked Put Options Trade Covered Call & Poor Man Covered Call,Udemy,intermediate,https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,Business Finance
1161,The Ultimate Guide to Dividend & Dividend Growth Investing,Udemy,intermediate,https://www.udemy.com/investing-learn-how-to-build-a-dividend-portfolio-step-by-step/,Business Finance
1162,Charting for Beginners 101: Technical Analysis Demystified,Udemy,intermediate,https://www.udemy.com/charting-for-beginners-101/,Business Finance
1163,Build a DCF Valuation Model,Udemy,intermediate,https://www.udemy.com/build-a-dcf-valuation-model/,Business Finance
1164,Introductory Financial Accounting,Udemy,beginner,https://www.udemy.com/introductory-financial-accounting/,Business Finance
1165,Introduction to Cryptocurrencies and Blockchain,Udemy,beginner,https://www.udemy.com/introduction-to-cryptocurrencies/,Business Finance
1166,Trade Pullback Candlestick Strategy - Make Consistent Pips,Udemy,intermediate,https://www.udemy.com/make-consistent-profit-using-pullback-candlestick-strategy/,Business Finance
1167,Accounting Standards Basics (Professional Course Level),Udemy,intermediate,https://www.udemy.com/basics-of-accounting-standards/,Business Finance
1168,Use the Magic Multiple Moving Average Forex Trading system,Udemy,intermediate,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,Business Finance
1169,QuickBooks 2015 Training for Newbies,Udemy,beginner,https://www.udemy.com/free-training-quickbooks-2015/,Business Finance
1170,TRADING PSYCHOLOGY: Trading Mindset Mastery,Udemy,intermediate,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,Business Finance
1171,Option Trading: How to Adjust Delta-Neutral Strangles!,Udemy,intermediate,https://www.udemy.com/option-trading-selling-strangles/,Business Finance
1172,Profitable binary option trading strategy,Udemy,intermediate,https://www.udemy.com/binaryoptions/,Business Finance
1173,Tax Strategy: Financial Planning for Beginners,Udemy,intermediate,https://www.udemy.com/taxsavingstrategy/,Business Finance
1174,Accounting 2 Simplified for You,Udemy,beginner,https://www.udemy.com/accounting-2-simplified-for-you/,Business Finance
1175,Project Funding Modelling (for Professionals),Udemy,intermediate,https://www.udemy.com/project-funding-modelling/,Business Finance
1176,Investing: How I Consistently Beat The Stock Market,Udemy,intermediate,https://www.udemy.com/beat-the-stock-market/,Business Finance
1177,Bookkeeping Basics:  Understand the Fundamentals,Udemy,beginner,https://www.udemy.com/bookkeeping-basics/,Business Finance
1178,Leasing - A Comprehensive Study (Professional Course Level),Udemy,intermediate,https://www.udemy.com/leasing-a-comprehensive-study/,Business Finance
1179,Trading Options For Consistent Returns: Options Basics,Udemy,beginner,https://www.udemy.com/trading-options-for-income/,Business Finance
1180,TechniTrader Leading Hybrid Indicator Trading,Udemy,intermediate,https://www.udemy.com/leading-hybrid-indicator-trading/,Business Finance
1181,Financial modeling: Build a DCF equity valuation model,Udemy,intermediate,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,Business Finance
1182,CryptoArbitrager: Bitcoin Trading Robot (no mining),Udemy,intermediate,https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,Business Finance
1183,Accounting Is Easy (for Beginners),Udemy,intermediate,https://www.udemy.com/fundamentals-of-accountancy/,Business Finance
1184,Non Directional Weekly Options Trading System - ETF & Emini,Udemy,intermediate,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,Business Finance
1185,The Complete Position Trading Course: Position Trading Stock,Udemy,intermediate,https://www.udemy.com/position-trading-course/,Business Finance
1186,Master Iron Condors - Double the credit for half the risk,Udemy,advanced,https://www.udemy.com/iron-condor-options-trading-strategy/,Business Finance
1187,Basics of investing in Mutual Funds,Udemy,intermediate,https://www.udemy.com/mutualfundinvesting/,Business Finance
